rewardval1,rewardval2,rewardval3,rewardval4,rewardval5,reward,tree1_n,tree2_p,time.thisRepN,time.thisTrialN,time.thisN,time.thisIndex,reward1.thisRepN,reward1.thisTrialN,reward1.thisN,reward1.thisIndex,pos_1.thisRepN,pos_1.thisTrialN,pos_1.thisN,pos_1.thisIndex,reward2.thisRepN,reward2.thisTrialN,reward2.thisN,reward2.thisIndex,introtext.started,introtext.stopped,tree1_18.started,tree1_18.stopped,tree2_18.started,tree2_18.stopped,tree3_18.started,tree3_18.stopped,tree4_18.started,tree4_18.stopped,circle1.started,circle1.stopped,wait_7.started,wait_7.stopped,forward_11.started,forward_11.stopped,squaree_3.started,squaree_3.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_3.started,mouse_3.stopped,tree1_12.started,tree1_12.stopped,tree2_12.started,tree2_12.stopped,tree3_12.started,tree3_12.stopped,tree4_12.started,tree4_12.stopped,circle2.started,circle2.stopped,wait_3.started,wait_3.stopped,forward_2.started,forward_2.stopped,squaree_2.started,squaree_2.stopped,gcircle.started,gcircle.stopped,tree1_4.started,tree1_4.stopped,tree2_4.started,tree2_4.stopped,tree3_4.started,tree3_4.stopped,tree4_4.started,tree4_4.stopped,circle3.started,circle3.stopped,reward_2.started,reward_2.stopped,resp.started,resp.stopped,forward.started,forward.stopped,key_resp.keys,key_resp.started,key_resp.stopped,sol.x,sol.y,sol.leftButton,sol.midButton,sol.rightButton,sol.clicked_name,sol.started,sol.stopped,gcircle_2.started,gcircle_2.stopped,skipsq.started,skipsq.stopped,tree1_19.started,tree1_19.stopped,tree2_19.started,tree2_19.stopped,tree3_19.started,tree3_19.stopped,tree4_19.started,tree4_19.stopped,circle4.started,circle4.stopped,wait_8.started,wait_8.stopped,forward_12.started,forward_12.stopped,squaree_4.started,squaree_4.stopped,gcircle_3.started,gcircle_3.stopped,reward_7.started,reward_7.stopped,gcircle_4.started,gcircle_4.stopped,tree1_6.started,tree1_6.stopped,tree2_6.started,tree2_6.stopped,tree3_6.started,tree3_6.stopped,tree4_6.started,tree4_6.stopped,circle5.started,circle5.stopped,tree1_20.started,tree1_20.stopped,tree2_20.started,tree2_20.stopped,tree3_20.started,tree3_20.stopped,tree4_20.started,tree4_20.stopped,circle.started,circle.stopped,forward_13.started,forward_13.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,tree1_13.started,tree1_13.stopped,tree2_13.started,tree2_13.stopped,tree3_13.started,tree3_13.stopped,tree4_13.started,tree4_13.stopped,circle6.started,circle6.stopped,wait.started,wait.stopped,forward_3.started,forward_3.stopped,tree1_5.started,tree1_5.stopped,tree2_5.started,tree2_5.stopped,tree3_5.started,tree3_5.stopped,tree4_5.started,tree4_5.stopped,circle_5.started,circle_5.stopped,reward_3.started,reward_3.stopped,forward_7.started,forward_7.stopped,sol_2.x,sol_2.y,sol_2.leftButton,sol_2.midButton,sol_2.rightButton,sol_2.clicked_name,sol_2.started,sol_2.stopped,skipsq_2.started,skipsq_2.stopped,gcircle_5.started,gcircle_5.stopped,tree1_21.started,tree1_21.stopped,tree2_21.started,tree2_21.stopped,tree3_21.started,tree3_21.stopped,tree4_21.started,tree4_21.stopped,circle_6.started,circle_6.stopped,reward_9.started,reward_9.stopped,forward_15.started,forward_15.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.6,-0.06,0,0,0,1,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.605905055999756,None,21.605905055999756,None,21.605905055999756,21.605905055999756,21.605905055999756,21.605905055999756,21.605905055999756,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2215,untitled,2020.2.10,60.58068895789702,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.6,-0.07,0,0,0,1,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.691219091415405,None,21.691219091415405,None,21.691219091415405,21.691219091415405,21.691219091415405,21.691219091415405,21.691219091415405,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2215,untitled,2020.2.10,60.58068895789702,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.6,-0.08,0,0,0,1,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.81560516357422,None,21.81560516357422,None,21.81560516357422,21.81560516357422,21.81560516357422,21.81560516357422,21.81560516357422,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2215,untitled,2020.2.10,60.58068895789702,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.6,-0.09,0,0,0,1,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.898936986923218,None,21.898936986923218,None,21.898936986923218,21.898936986923218,21.898936986923218,21.898936986923218,21.898936986923218,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2215,untitled,2020.2.10,60.58068895789702,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.6,-0.1,0,0,0,1,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.98300313949585,None,21.98300313949585,None,21.98300313949585,21.98300313949585,21.98300313949585,21.98300313949585,21.98300313949585,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2215,untitled,2020.2.10,60.58068895789702,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.6,-0.11,0,0,0,1,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.10852813720703,None,22.10852813720703,None,22.10852813720703,22.10852813720703,22.10852813720703,22.10852813720703,22.10852813720703,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2215,untitled,2020.2.10,60.58068895789702,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.6,-0.12,0,0,0,1,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.193921089172363,None,22.193921089172363,None,22.193921089172363,22.193921089172363,22.193921089172363,22.193921089172363,22.193921089172363,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2215,untitled,2020.2.10,60.58068895789702,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.6,-0.13,0,0,0,1,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.320903062820435,None,22.320903062820435,None,22.320903062820435,22.320903062820435,22.320903062820435,22.320903062820435,22.320903062820435,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2215,untitled,2020.2.10,60.58068895789702,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.6,-0.14,0,0,0,1,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.404839038848877,None,22.404839038848877,None,22.404839038848877,22.404839038848877,22.404839038848877,22.404839038848877,22.404839038848877,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2215,untitled,2020.2.10,60.58068895789702,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.6,-0.15,0,0,0,1,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.488079071044922,None,22.488079071044922,None,22.488079071044922,22.488079071044922,22.488079071044922,22.488079071044922,22.488079071044922,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2215,untitled,2020.2.10,60.58068895789702,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.6,-0.16,0,0,0,1,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.61069416999817,None,22.61069416999817,None,22.61069416999817,22.61069416999817,22.61069416999817,22.61069416999817,22.61069416999817,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2215,untitled,2020.2.10,60.58068895789702,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.6,-0.17,0,0,0,1,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.698363065719604,None,22.698363065719604,None,22.698363065719604,22.698363065719604,22.698363065719604,22.698363065719604,22.698363065719604,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2215,untitled,2020.2.10,60.58068895789702,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.6,-0.18,0,0,0,1,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.82417607307434,None,22.82417607307434,None,22.82417607307434,22.82417607307434,22.82417607307434,22.82417607307434,22.82417607307434,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2215,untitled,2020.2.10,60.58068895789702,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.6,-0.19,0,0,0,1,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.909223079681396,None,22.909223079681396,None,22.909223079681396,22.909223079681396,22.909223079681396,22.909223079681396,22.909223079681396,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2215,untitled,2020.2.10,60.58068895789702,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.6,-0.2,0,0,0,1,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.990211009979248,None,22.990211009979248,None,22.990211009979248,22.990211009979248,22.990211009979248,22.990211009979248,22.990211009979248,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2215,untitled,2020.2.10,60.58068895789702,
7.5,7.3,7.6,7.1,7.4,$rewardval1,,,0,0,0,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.136754035949707,23.136754035949707,23.136754035949707,None,23.136754035949707,23.136754035949707,23.136754035949707,23.136754035949707,23.136754035949707,None,23.136754035949707,None,0.4888888888888889,-0.21296296296296297,1,0,0,0.007969141006469727,None,23.782467126846313,23.782467126846313,23.782467126846313,None,23.782467126846313,23.782467126846313,23.782467126846313,23.782467126846313,23.782467126846313,None,23.782467126846313,23.782467126846313,23.782467126846313,None,24.871211051940918,24.871211051940918,24.871211051940918,None,24.871211051940918,24.871211051940918,24.871211051940918,24.871211051940918,24.871211051940918,None,24.871211051940918,24.871211051940918,24.871211051940918,None,0.48055555555555557,-0.20462962962962963,1,0,0,tree2_5,0.005995512008666992,None,24.871211051940918,None,24.871211051940918,None,25.877333164215088,25.877333164215088,25.877333164215088,None,25.877333164215088,25.877333164215088,25.877333164215088,25.877333164215088,25.877333164215088,None,25.877333164215088,None,25.877333164215088,None,,001,2021_Aug_01_2215,untitled,2020.2.10,60.58068895789702,
